parent|child|cont_jacc|containment|jaccard
ckan_keywords_peak wave height|ckan_keywords_ontario|13.684210526315786|1.0|0.0730769230769231
ckan_keywords_pelagic|ckan_subject_nature_and_environment|144.00000000000009|1.0|0.00694444444444444
ckan_keywords_personal income taxes|ckan_keywords_canada revenue agency|13.35|1.0|0.0749063670411985
ckan_keywords_pollutant|ckan_subject_nature_and_environment|35.99999999999997|1.0|0.0277777777777778
ckan_keywords_pollution|ckan_subject_nature_and_environment|14.400000000000007|1.0|0.0694444444444444
ckan_keywords_pollution prevention|ckan_subject_nature_and_environment|35.99999999999997|1.0|0.0277777777777778
ckan_keywords_population distribution|ckan_keywords_british columbia|115.00000000000004|1.0|0.00869565217391304
ckan_keywords_power failure|ckan_subject_health_and_safety|116.00000000000004|1.0|0.00862068965517241
ckan_keywords_precipitation|ckan_keywords_solar radiation|19.000000000000007|1.0|0.0526315789473684
ckan_keywords_pressure|ckan_keywords_ontario|7.027027027027042|1.0|0.142307692307692
ckan_keywords_pressure tendency|ckan_keywords_ontario|14.44444444444445|1.0|0.0692307692307692
ckan_keywords_pressures|ckan_subject_nature_and_environment|71.99999999999994|1.0|0.0138888888888889
ckan_keywords_procellariiformes|ckan_subject_nature_and_environment|144.00000000000009|1.0|0.00694444444444444
ckan_keywords_production|ckan_subject_nature_and_environment|71.99999999999994|1.0|0.0138888888888889
ckan_keywords_psea|ckan_subject_government_and_politics|95.75000000000013|1.0|0.010443864229765
ckan_keywords_publications|ckan_subject_agriculture|23.499999999999947|0.5|0.0212765957446809
ckan_keywords_publications|ckan_subject_nature_and_environment|72.50000000000001|0.5|0.00689655172413793
ckan_keywords_publications|ckan_subject_persons|38.000000000000014|0.5|0.0131578947368421
ckan_keywords_publishing|ckan_subject_nature_and_environment|72.50000000000001|0.5|0.00689655172413793
ckan_keywords_quebec (qc)|ckan_subject_nature_and_environment|144.00000000000009|1.0|0.00694444444444444
ckan_keywords_radiation protection bureau|ckan_subject_nature_and_environment|144.00000000000009|1.0|0.00694444444444444
ckan_keywords_radiological|ckan_subject_health_and_safety|116.00000000000004|1.0|0.00862068965517241
ckan_keywords_radon|ckan_subject_health_and_safety|116.00000000000004|1.0|0.00862068965517241
ckan_keywords_rainfall|ckan_keywords_ontario|14.44444444444445|1.0|0.0692307692307692
ckan_keywords_range map|ckan_subject_nature_and_environment|144.00000000000009|1.0|0.00694444444444444
ckan_keywords_raw data|ckan_keywords_ontario|7.027027027027042|1.0|0.142307692307692
ckan_keywords_recycling|ckan_subject_nature_and_environment|35.99999999999997|1.0|0.0277777777777778
ckan_keywords_regional|ckan_subject_nature_and_environment|71.99999999999994|1.0|0.0138888888888889
ckan_keywords_regional ecosystems|ckan_subject_nature_and_environment|35.99999999999997|1.0|0.0277777777777778
ckan_keywords_relative humidity|ckan_keywords_ontario|13.736842105263166|0.947368421052632|0.0689655172413793
ckan_keywords_relative humidity|ckan_keywords_solar radiation|19.000000000000007|1.0|0.0526315789473684
ckan_keywords_release|ckan_subject_nature_and_environment|35.99999999999997|1.0|0.0277777777777778
ckan_keywords_releases|ckan_subject_nature_and_environment|23.999999999999982|1.0|0.0416666666666667
ckan_keywords_research|ckan_keywords_ontario|13.684210526315786|1.0|0.0730769230769231
ckan_keywords_respond to environmental emergencies|ckan_subject_nature_and_environment|144.00000000000009|1.0|0.00694444444444444
ckan_keywords_review|ckan_subject_law|4.0|1.0|0.25
ckan_keywords_riot|ckan_subject_health_and_safety|116.00000000000004|1.0|0.00862068965517241
ckan_keywords_rivers|ckan_subject_nature_and_environment|14.400000000000007|1.0|0.0694444444444444
ckan_keywords_salmon farming|ckan_keywords_british columbia|76.66666666666647|1.0|0.0130434782608696
ckan_keywords_sara|ckan_keywords_british columbia|230.00000000000009|1.0|0.00434782608695652
ckan_keywords_saskatchewan|ckan_subject_economics_and_industry|4.771300448430483|1.0|0.209586466165414
ckan_keywords_science|ckan_keywords_ontario|13.684210526315786|1.0|0.0730769230769231
ckan_keywords_scientific information|ckan_keywords_british columbia|76.66666666666647|1.0|0.0130434782608696
ckan_keywords_scientific research|ckan_keywords_british columbia|76.66666666666647|1.0|0.0130434782608696
ckan_keywords_sea ice|ckan_subject_nature_and_environment|48.00000000000008|1.0|0.0208333333333333
ckan_keywords_sea ice area|ckan_subject_nature_and_environment|48.00000000000008|1.0|0.0208333333333333
ckan_keywords_seabirds|ckan_subject_nature_and_environment|144.00000000000009|1.0|0.00694444444444444
ckan_keywords_seasons|ckan_subject_nature_and_environment|144.00000000000009|1.0|0.00694444444444444
ckan_keywords_secure|ckan_subject_nature_and_environment|71.99999999999994|1.0|0.0138888888888889
ckan_keywords_seeded|ckan_subject_agriculture|46.000000000000014|1.0|0.0217391304347826
ckan_keywords_seeded|ckan_subject_economics_and_industry|1064.0000000000005|1.0|0.00093984962406015
ckan_keywords_significant wave height|ckan_keywords_ontario|13.684210526315786|1.0|0.0730769230769231
ckan_keywords_smog|ckan_subject_nature_and_environment|35.99999999999997|1.0|0.0277777777777778
ckan_keywords_snow|ckan_subject_health_and_safety|116.00000000000004|1.0|0.00862068965517241
ckan_keywords_solar flare|ckan_subject_health_and_safety|116.00000000000004|1.0|0.00862068965517241
ckan_keywords_sources|ckan_keywords_province|31.875|0.25|0.00784313725490196
ckan_keywords_southern ontario|ckan_keywords_ontario|7.027027027027042|1.0|0.142307692307692
ckan_keywords_species|ckan_keywords_british columbia|58.25000000000002|0.25|0.00429184549356223
ckan_keywords_species at risk act|ckan_keywords_british columbia|230.00000000000009|1.0|0.00434782608695652
ckan_keywords_species at risk act|ckan_subject_nature_and_environment|144.00000000000009|1.0|0.00694444444444444
ckan_keywords_speed|ckan_keywords_ontario|7.027027027027042|1.0|0.142307692307692
ckan_keywords_sst|ckan_keywords_ontario|13.684210526315786|1.0|0.0730769230769231
ckan_keywords_st. lawrence river|ckan_subject_nature_and_environment|35.99999999999997|1.0|0.0277777777777778
ckan_keywords_status|ckan_subject_nature_and_environment|13.09090909090909|1.0|0.0763888888888889
ckan_keywords_statutory release|ckan_subject_law|4.0|1.0|0.25
ckan_keywords_steller sea lion|ckan_keywords_british columbia|115.00000000000004|1.0|0.00869565217391304
ckan_keywords_storm|ckan_subject_health_and_safety|116.00000000000004|1.0|0.00862068965517241
ckan_keywords_storm surge|ckan_subject_health_and_safety|116.00000000000004|1.0|0.00862068965517241
ckan_keywords_substance|ckan_subject_nature_and_environment|35.99999999999997|1.0|0.0277777777777778
ckan_keywords_sulphur dioxide|ckan_subject_nature_and_environment|71.99999999999994|1.0|0.0138888888888889
ckan_keywords_sulphur oxides|ckan_keywords_province|42.166666666666615|0.333333333333333|0.00790513833992095
ckan_keywords_surveillance|ckan_subject_nature_and_environment|14.400000000000007|1.0|0.0694444444444444
ckan_keywords_technological|ckan_subject_health_and_safety|116.00000000000004|1.0|0.00862068965517241
ckan_keywords_temperature|ckan_keywords_solar radiation|38.000000000000014|1.0|0.0263157894736842
ckan_keywords_territories - northwest territories (nt)|ckan_subject_nature_and_environment|71.99999999999994|1.0|0.0138888888888889
ckan_keywords_territories - nunavut (nu)|ckan_subject_nature_and_environment|71.99999999999994|1.0|0.0138888888888889
ckan_keywords_terrorist|ckan_subject_health_and_safety|116.00000000000004|1.0|0.00862068965517241
ckan_keywords_threats|ckan_subject_nature_and_environment|71.99999999999994|1.0|0.0138888888888889
ckan_keywords_to2015|ckan_keywords_ontario|7.027027027027042|1.0|0.142307692307692
ckan_keywords_tobacco|ckan_subject_health_and_safety|116.00000000000004|1.0|0.00862068965517241
ckan_keywords_tornado|ckan_subject_health_and_safety|116.00000000000004|1.0|0.00862068965517241
ckan_keywords_toronto|ckan_keywords_ontario|14.44444444444445|1.0|0.0692307692307692
ckan_keywords_toxic|ckan_subject_nature_and_environment|14.400000000000007|1.0|0.0694444444444444
ckan_keywords_toxic substances|ckan_subject_nature_and_environment|23.999999999999982|1.0|0.0416666666666667
ckan_keywords_treasury board secretariat|ckan_subject_government_and_politics|95.75000000000013|1.0|0.010443864229765
ckan_keywords_trends|ckan_subject_nature_and_environment|13.09090909090909|1.0|0.0763888888888889
ckan_keywords_tsunami|ckan_subject_health_and_safety|116.00000000000004|1.0|0.00862068965517241
ckan_keywords_underserved population|ckan_subject_science_and_technology|25.0|1.0|0.04
ckan_keywords_unserved population|ckan_subject_science_and_technology|25.0|1.0|0.04
ckan_keywords_upstream|ckan_subject_nature_and_environment|71.99999999999994|1.0|0.0138888888888889
ckan_keywords_vegetation|ckan_subject_nature_and_environment|71.99999999999994|1.0|0.0138888888888889
ckan_keywords_volanco|ckan_subject_health_and_safety|116.00000000000004|1.0|0.00862068965517241
ckan_keywords_volatile organic compound|ckan_subject_nature_and_environment|35.99999999999997|1.0|0.0277777777777778
ckan_keywords_volatile organic compounds|ckan_keywords_province|42.166666666666615|0.333333333333333|0.00790513833992095
ckan_keywords_warrant expiry date|ckan_subject_law|4.0|1.0|0.25
ckan_keywords_water|ckan_subject_nature_and_environment|10.285714285714288|1.0|0.0972222222222222
ckan_keywords_water - ocean basin - arctic ocean|ckan_subject_nature_and_environment|144.00000000000009|1.0|0.00694444444444444
ckan_keywords_water consumption|ckan_subject_nature_and_environment|71.99999999999994|1.0|0.0138888888888889
ckan_keywords_water pollution|ckan_subject_nature_and_environment|23.999999999999982|1.0|0.0416666666666667
ckan_keywords_water quality|ckan_subject_nature_and_environment|9.000000000000009|1.0|0.111111111111111
ckan_keywords_water quality guidelines|ckan_subject_nature_and_environment|71.99999999999994|1.0|0.0138888888888889
ckan_keywords_water quantity|ckan_subject_nature_and_environment|71.99999999999994|1.0|0.0138888888888889
ckan_keywords_water returned|ckan_subject_nature_and_environment|71.99999999999994|1.0|0.0138888888888889
ckan_keywords_water use|ckan_subject_nature_and_environment|71.99999999999994|1.0|0.0138888888888889
ckan_keywords_water withdrawal|ckan_subject_nature_and_environment|71.99999999999994|1.0|0.0138888888888889
ckan_keywords_wave|ckan_keywords_ontario|13.684210526315786|1.0|0.0730769230769231
ckan_keywords_wave period|ckan_keywords_ontario|13.684210526315786|1.0|0.0730769230769231
ckan_keywords_wave spread|ckan_keywords_ontario|13.684210526315786|1.0|0.0730769230769231
ckan_keywords_weather|ckan_keywords_solar radiation|38.000000000000014|1.0|0.0263157894736842
ckan_keywords_wetlands|ckan_subject_nature_and_environment|20.571428571428577|1.0|0.0486111111111111
ckan_keywords_wild plants|ckan_subject_nature_and_environment|71.99999999999994|1.0|0.0138888888888889
ckan_keywords_wild species|ckan_subject_nature_and_environment|71.99999999999994|1.0|0.0138888888888889
ckan_keywords_wind direction|ckan_keywords_ontario|7.027027027027042|1.0|0.142307692307692
ckan_keywords_wind speed|ckan_keywords_solar radiation|38.000000000000014|1.0|0.0263157894736842
ckan_keywords_youth|ckan_subject_health_and_safety|116.00000000000004|1.0|0.00862068965517241
ckan_subject_arts_music_literature|ckan_keywords_cansim|185.24999999999986|0.5|0.00269905533063428
ckan_subject_arts_music_literature|ckan_keywords_summary tables|25.750000000000053|0.5|0.0194174757281553
ckan_subject_economics_and_industry|ckan_keywords_acres|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_administrator|266.0000000000001|1.0|0.0037593984962406
ckan_subject_economics_and_industry|ckan_keywords_alberta|4.771300448430483|1.0|0.209586466165414
ckan_subject_economics_and_industry|ckan_keywords_american economy|177.3333333333334|1.0|0.0056390977443609
ckan_subject_economics_and_industry|ckan_keywords_budgets|38.000000000000014|1.0|0.0263157894736842
ckan_subject_economics_and_industry|ckan_keywords_business function|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_businesses|118.22222222222227|1.0|0.00845864661654135
ckan_subject_economics_and_industry|ckan_keywords_buy|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_buyers|118.22222222222227|1.0|0.00845864661654135
ckan_subject_economics_and_industry|ckan_keywords_calendar year|44.33333333333335|1.0|0.0225563909774436
ckan_subject_economics_and_industry|ckan_keywords_canada|36.82758620689659|0.862068965517241|0.0234082397003745
ckan_subject_economics_and_industry|ckan_keywords_canadian|36.68965517241374|1.0|0.0272556390977444
ckan_subject_economics_and_industry|ckan_keywords_canadian construction association|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_capacity|36.68965517241374|1.0|0.0272556390977444
ckan_subject_economics_and_industry|ckan_keywords_cca|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_cgc|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_class|532.0000000000002|1.0|0.0018796992481203
ckan_subject_economics_and_industry|ckan_keywords_classification|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_cmhc|88.6666666666667|1.0|0.0112781954887218
ckan_subject_economics_and_industry|ckan_keywords_code|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_commodity|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_commodity classification|3.534883720930236|1.0|0.282894736842105
ckan_subject_economics_and_industry|ckan_keywords_construction|118.22222222222227|1.0|0.00845864661654135
ckan_subject_economics_and_industry|ckan_keywords_construction contracts|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_construction industry|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_construction payment disclosure|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_consumer price index|177.3333333333334|1.0|0.0056390977443609
ckan_subject_economics_and_industry|ckan_keywords_contract history|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_contracts|118.22222222222227|1.0|0.00845864661654135
ckan_subject_economics_and_industry|ckan_keywords_contribution limit|532.0000000000002|1.0|0.0018796992481203
ckan_subject_economics_and_industry|ckan_keywords_cpi|177.3333333333334|1.0|0.0056390977443609
ckan_subject_economics_and_industry|ckan_keywords_custom-basis merchandise trade data|3.534883720930236|1.0|0.282894736842105
ckan_subject_economics_and_industry|ckan_keywords_data standard|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_dc|532.0000000000002|1.0|0.0018796992481203
ckan_subject_economics_and_industry|ckan_keywords_dcc|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_deferred profit sharing plan|532.0000000000002|1.0|0.0018796992481203
ckan_subject_economics_and_industry|ckan_keywords_economic conditions|177.3333333333334|1.0|0.0056390977443609
ckan_subject_economics_and_industry|ckan_keywords_economic forecasts|177.3333333333334|1.0|0.0056390977443609
ckan_subject_economics_and_industry|ckan_keywords_economic policy|38.000000000000014|1.0|0.0263157894736842
ckan_subject_economics_and_industry|ckan_keywords_economic price indexes|177.3333333333334|1.0|0.0056390977443609
ckan_subject_economics_and_industry|ckan_keywords_economic situation|177.3333333333334|1.0|0.0056390977443609
ckan_subject_economics_and_industry|ckan_keywords_economic trends|177.3333333333334|1.0|0.0056390977443609
ckan_subject_economics_and_industry|ckan_keywords_ei|31.29411764705884|1.0|0.0319548872180451
ckan_subject_economics_and_industry|ckan_keywords_employer|532.0000000000002|1.0|0.0018796992481203
ckan_subject_economics_and_industry|ckan_keywords_employment growth|177.3333333333334|1.0|0.0056390977443609
ckan_subject_economics_and_industry|ckan_keywords_employment insurance|31.29411764705884|1.0|0.0319548872180451
ckan_subject_economics_and_industry|ckan_keywords_export|36.68965517241374|1.0|0.0272556390977444
ckan_subject_economics_and_industry|ckan_keywords_exports|3.534883720930236|1.0|0.282894736842105
ckan_subject_economics_and_industry|ckan_keywords_family|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_federal budget|38.000000000000014|1.0|0.0263157894736842
ckan_subject_economics_and_industry|ckan_keywords_federal government|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_fiscal planning|177.3333333333334|1.0|0.0056390977443609
ckan_subject_economics_and_industry|ckan_keywords_fiscal policy|38.000000000000014|1.0|0.0263157894736842
ckan_subject_economics_and_industry|ckan_keywords_gdp|133.2500000000001|0.75|0.00562851782363977
ckan_subject_economics_and_industry|ckan_keywords_general public|24.18181818181819|1.0|0.0413533834586466
ckan_subject_economics_and_industry|ckan_keywords_goods|118.22222222222227|1.0|0.00845864661654135
ckan_subject_economics_and_industry|ckan_keywords_goods and services identification numbers|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_goods and services tax|44.33333333333335|1.0|0.0225563909774436
ckan_subject_economics_and_industry|ckan_keywords_government finances|38.000000000000014|1.0|0.0263157894736842
ckan_subject_economics_and_industry|ckan_keywords_government securities|177.3333333333334|1.0|0.0056390977443609
ckan_subject_economics_and_industry|ckan_keywords_government-industry working group on prompt payment|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_gross domestic product|133.2500000000001|0.75|0.00562851782363977
ckan_subject_economics_and_industry|ckan_keywords_group arrangement|532.0000000000002|1.0|0.0018796992481203
ckan_subject_economics_and_industry|ckan_keywords_gsin|118.22222222222227|1.0|0.00845864661654135
ckan_subject_economics_and_industry|ckan_keywords_gst-hst|44.33333333333335|1.0|0.0225563909774436
ckan_subject_economics_and_industry|ckan_keywords_gst-hst collected|44.33333333333335|1.0|0.0225563909774436
ckan_subject_economics_and_industry|ckan_keywords_gst-hst credits|44.33333333333335|1.0|0.0225563909774436
ckan_subject_economics_and_industry|ckan_keywords_gst-hst filers|44.33333333333335|1.0|0.0225563909774436
ckan_subject_economics_and_industry|ckan_keywords_gst-hst returns|44.33333333333335|1.0|0.0225563909774436
ckan_subject_economics_and_industry|ckan_keywords_harmonised sales tax|44.33333333333335|1.0|0.0225563909774436
ckan_subject_economics_and_industry|ckan_keywords_harmonized system|3.534883720930236|1.0|0.282894736842105
ckan_subject_economics_and_industry|ckan_keywords_heavy|36.68965517241374|1.0|0.0272556390977444
ckan_subject_economics_and_industry|ckan_keywords_historical summary|106.40000000000005|1.0|0.0093984962406015
ckan_subject_economics_and_industry|ckan_keywords_housing|532.0000000000002|1.0|0.0018796992481203
ckan_subject_economics_and_industry|ckan_keywords_housing starts|266.0000000000001|1.0|0.0037593984962406
ckan_subject_economics_and_industry|ckan_keywords_hs|3.534883720930236|1.0|0.282894736842105
ckan_subject_economics_and_industry|ckan_keywords_hs10|152.00000000000006|1.0|0.00657894736842105
ckan_subject_economics_and_industry|ckan_keywords_hs6|152.00000000000006|1.0|0.00657894736842105
ckan_subject_economics_and_industry|ckan_keywords_import|36.68965517241374|1.0|0.0272556390977444
ckan_subject_economics_and_industry|ckan_keywords_importers|152.00000000000006|1.0|0.00657894736842105
ckan_subject_economics_and_industry|ckan_keywords_importers by city|152.00000000000006|1.0|0.00657894736842105
ckan_subject_economics_and_industry|ckan_keywords_importers by country|152.00000000000006|1.0|0.00657894736842105
ckan_subject_economics_and_industry|ckan_keywords_imports|3.534883720930236|1.0|0.282894736842105
ckan_subject_economics_and_industry|ckan_keywords_income statistics|44.33333333333335|1.0|0.0225563909774436
ckan_subject_economics_and_industry|ckan_keywords_inflation|177.3333333333334|1.0|0.0056390977443609
ckan_subject_economics_and_industry|ckan_keywords_input tax credits|44.33333333333335|1.0|0.0225563909774436
ckan_subject_economics_and_industry|ckan_keywords_international trade|3.534883720930236|1.0|0.282894736842105
ckan_subject_economics_and_industry|ckan_keywords_intracanada|36.68965517241374|1.0|0.0272556390977444
ckan_subject_economics_and_industry|ckan_keywords_job growth|177.3333333333334|1.0|0.0056390977443609
ckan_subject_economics_and_industry|ckan_keywords_legal entity status|44.33333333333335|1.0|0.0225563909774436
ckan_subject_economics_and_industry|ckan_keywords_light|36.68965517241374|1.0|0.0272556390977444
ckan_subject_economics_and_industry|ckan_keywords_limit|532.0000000000002|1.0|0.0018796992481203
ckan_subject_economics_and_industry|ckan_keywords_manitoba|4.771300448430483|1.0|0.209586466165414
ckan_subject_economics_and_industry|ckan_keywords_mar|31.29411764705884|1.0|0.0319548872180451
ckan_subject_economics_and_industry|ckan_keywords_methods of supply|133.00000000000006|1.0|0.0075187969924812
ckan_subject_economics_and_industry|ckan_keywords_money purchase|532.0000000000002|1.0|0.0018796992481203
ckan_subject_economics_and_industry|ckan_keywords_mp|532.0000000000002|1.0|0.0018796992481203
ckan_subject_economics_and_industry|ckan_keywords_naics|44.33333333333335|1.0|0.0225563909774436
ckan_subject_economics_and_industry|ckan_keywords_natural gas|36.68965517241374|1.0|0.0272556390977444
ckan_subject_economics_and_industry|ckan_keywords_natural gas exports|106.40000000000005|1.0|0.0093984962406015
ckan_subject_economics_and_industry|ckan_keywords_net tax|44.33333333333335|1.0|0.0225563909774436
ckan_subject_economics_and_industry|ckan_keywords_new brunswick|4.771300448430483|1.0|0.209586466165414
ckan_subject_economics_and_industry|ckan_keywords_newfoundland|4.771300448430483|1.0|0.209586466165414
ckan_subject_economics_and_industry|ckan_keywords_northwest territory|4.771300448430483|1.0|0.209586466165414
ckan_subject_economics_and_industry|ckan_keywords_nova scotia|4.771300448430483|1.0|0.209586466165414
ckan_subject_economics_and_industry|ckan_keywords_nunavut|4.771300448430483|1.0|0.209586466165414
ckan_subject_economics_and_industry|ckan_keywords_oil|36.68965517241374|1.0|0.0272556390977444
ckan_subject_economics_and_industry|ckan_keywords_opportunities|118.22222222222227|1.0|0.00845864661654135
ckan_subject_economics_and_industry|ckan_keywords_pa|266.0000000000001|1.0|0.0037593984962406
ckan_subject_economics_and_industry|ckan_keywords_par|532.0000000000002|1.0|0.0018796992481203
ckan_subject_economics_and_industry|ckan_keywords_payments to contractors|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_pension adjustment|266.0000000000001|1.0|0.0037593984962406
ckan_subject_economics_and_industry|ckan_keywords_pension adjustment reversal|532.0000000000002|1.0|0.0018796992481203
ckan_subject_economics_and_industry|ckan_keywords_pension plan|266.0000000000001|1.0|0.0037593984962406
ckan_subject_economics_and_industry|ckan_keywords_personal income taxes|53.200000000000024|1.0|0.018796992481203
ckan_subject_economics_and_industry|ckan_keywords_planted|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_prairie provinces|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_price indexes|177.3333333333334|1.0|0.0056390977443609
ckan_subject_economics_and_industry|ckan_keywords_prince edward island|4.771300448430483|1.0|0.209586466165414
ckan_subject_economics_and_industry|ckan_keywords_proactive disclosure|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_procurement|118.22222222222227|1.0|0.00845864661654135
ckan_subject_economics_and_industry|ckan_keywords_procurement specialists|133.00000000000006|1.0|0.0075187969924812
ckan_subject_economics_and_industry|ckan_keywords_prompt payments|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_pspc|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_public finance|38.000000000000014|1.0|0.0263157894736842
ckan_subject_economics_and_industry|ckan_keywords_public services and procurement canada|1064.0000000000005|1.0|0.00093984962406015
ckan_subject_economics_and_industry|ckan_keywords_purchase|133.00000000000006|1.0|0.0075187969924812
ckan_subject_economics_and_industry|ckan_keywords_purchaser type|106.40000000000005|1.0|0.0093984962406015
ckan_subject_economics_and_industry|ckan_keywords_quebec|4.771300448430483|1.0|0.209586466165414
ckan_subject_economics_and_industry|ckan_keywords_refined petroleum products|36.68965517241374|1.0|0.0272556390977444
ckan_subject_economics_and_industry|ckan_keywords_registration|1064.0000000000005|1.0|0.00093984962406015
